12	-0.12	-0.34	0.93	0.46	-0.40	0.37	0.52	14.43	
542	-0.22	-0.35	0.97	2.90	0.78	-0.30	0.52	14.58	
1075	-0.12	-0.34	0.95	3.26	0.15	-2.01	0.52	14.39	
1605	0.04	0.03	1.00	32.86	-21.11	-19.84	0.52	14.24	
2134	-0.79	1.04	1.33	40.68	45.08	-17.64	0.52	14.53	
2665	-0.09	-0.09	1.01	6.01	-5.10	2.56	0.52	14.39	
3194	-0.10	-0.29	1.62	23.22	37.80	6.23	0.52	14.34	
3723	-0.16	-0.11	1.11	-16.63	5.89	0.37	0.52	14.43	
4253	0.01	-0.14	0.99	-0.22	0.09	0.31	0.52	14.39	
4783	0.02	-0.15	0.97	-0.40	-0.46	0.25	0.52	14.39	
5313	0.03	-0.16	0.99	0.03	-0.15	-0.06	0.52	14.43	
5842	0.00	-0.15	1.01	1.18	-0.61	0.67	0.51	14.15	
6376	0.00	-0.11	0.97	0.08	1.34	0.31	0.52	14.15	
6905	0.02	-0.18	0.99	0.57	-0.54	0.43	0.51	14.24	
7434	0.03	-0.15	0.97	-0.22	0.58	-0.61	0.52	14.43	
7964	0.02	-0.19	0.99	0.69	0.12	0.06	0.51	14.15	
8493	0.04	-0.14	0.97	0.52	0.96	0.12	0.52	14.58	
9023	0.02	-0.15	0.98	-0.10	0.08	-0.12	0.52	14.34	
9552	0.03	-0.15	1.00	0.33	-0.16	0.12	0.51	14.34	
10082	0.03	-0.15	1.00	0.58	-0.46	-0.18	0.51	14.43	
10612	0.03	-0.15	0.98	-0.03	0.95	0.25	0.51	14.43	
11141	0.02	-0.15	0.99	0.33	0.14	0.00	0.51	14.34	
11671	0.02	-0.15	0.99	0.15	0.15	0.06	0.52	14.43	
12204	0.02	-0.15	0.99	0.64	0.21	0.06	0.51	14.39	
12734	0.02	-0.15	0.99	0.15	0.25	0.06	0.51	14.19	
13263	0.02	-0.13	0.98	0.70	0.04	0.31	0.52	14.53	
13792	0.03	-0.15	0.98	0.70	0.03	0.12	0.52	14.43	
